SKU,Assigned_Slot,rack,bay,level,priority_score,total_demand,volatility,order_frequency,distance_to_dispatch,x_coord,y_coord
ACL000213A0010,R16-B24-L02,16,24,2,0.7718322583288617,57220,620.4304186661653,104,4.5,39.0,27.0
FBC010-1,R16-B24-L05,16,24,5,0.6211267225160519,45679,738.813294475924,73,4.5,39.0,27.0
M2N4G7361,R16-B24-L03,16,24,3,0.4188483165616276,2824,19.307116210128157,197,4.5,39.0,27.0
M2N4G7362,R15-B24-L01,15,24,1,0.4154281902300646,2896,21.783774899024912,203,5.5,35.0,27.0
FBC025-1-E,R15-B24-L07,15,24,7,0.37475838445271675,20000,0.0,1,5.5,35.0,27.0
M2N3G4015,R15-B24-L04,15,24,4,0.36977917443425823,828,3.981601041433817,144,5.5,35.0,27.0
M2N3G1295,R16-B24-L01,16,24,1,0.3681706686760704,2256,19.070863452327938,171,4.5,39.0,27.0
M2N3G1053,R16-B24-L04,16,24,4,0.36217576271826873,1932,12.881979445181337,146,4.5,39.0,27.0
M2N3G1050,R15-B24-L06,15,24,6,0.3563584378882369,3756,43.35487315375297,191,5.5,35.0,27.0
M2N3G7362,R16-B24-L06,16,24,6,0.3395453820136628,1208,8.585689330076208,134,4.5,39.0,27.0
M2N3G7361,R16-B24-L07,16,24,7,0.32164335379764675,1120,8.77292127368436,123,4.5,39.0,27.0
M2N3G1270,R14-B24-L07,14,24,7,0.3125958191733418,912,5.637258531478577,102,6.5,34.0,27.0
FBX010-1,R14-B24-L03,14,24,3,0.31179656466039796,14000,347.6431318556959,30,6.5,34.0,27.0
M2N3G7713,R15-B24-L02,15,24,2,0.3030774368725725,364,1.258036496512826,82,5.5,35.0,27.0
M2N4G9024,R17-B24-L02,17,24,2,0.3015863569691035,1052,9.457688747673844,112,5.5,40.0,27.0
M2N4G9023,R17-B24-L06,17,24,6,0.3014975135537228,1076,9.932546917997302,114,5.5,40.0,27.0
M2N3G1334,R17-B24-L01,17,24,1,0.292584531517255,822,6.292318164411899,93,5.5,40.0,27.0
M2N3G1281,R14-B24-L04,14,24,4,0.290354012474783,792,5.477475328845597,86,6.5,34.0,27.0
M2N4G7319,R17-B23-L03,17,23,3,0.285819001144121,1344,15.359107692215431,114,6.5,40.0,26.0
M2N3G1276,R17-B24-L03,17,24,3,0.28396418673997564,522,3.4383356291575407,80,5.5,40.0,27.0
M2N3G1165,R17-B24-L07,17,24,7,0.2837750156361063,1626,18.96321006879974,110,5.5,40.0,27.0
M2N4G7320,R14-B24-L01,14,24,1,0.2832866877439826,1352,15.664681272922197,112,6.5,34.0,27.0
M2N3G7083,R17-B24-L04,17,24,4,0.2831896864691066,296,1.142982559279233,68,5.5,40.0,27.0
M2N4G9025,R17-B24-L05,17,24,5,0.28306921434051946,282,1.9439697819350734,83,5.5,40.0,27.0
M2N3G7084,R16-B23-L04,16,23,4,0.28216165287957007,348,1.9141129046567285,74,5.5,39.0,26.0
M2N4G9026,R16-B23-L05,16,23,5,0.2788274450654769,294,2.193994156401927,82,5.5,39.0,26.0
M2N3G7761,R16-B23-L01,16,23,1,0.2787069799454326,528,4.295055797417071,84,5.5,39.0,26.0
FBC025-1,R14-B24-L05,14,24,5,0.27536220456728744,9120,198.82184180110497,34,6.5,34.0,27.0
M2N3G9026,R16-B23-L07,16,23,7,0.27461268090797386,664,7.016855014572601,97,5.5,39.0,26.0
M2N3G1271,R16-B23-L03,16,23,3,0.27261061321316027,978,11.363917188249223,101,5.5,39.0,26.0
M2N4G9021,R16-B23-L02,16,23,2,0.27070254840480357,676,7.2563911633967555,93,5.5,39.0,26.0
M2N4G9022,R16-B23-L06,16,23,6,0.2680771945578033,680,7.499386819973035,92,5.5,39.0,26.0
M2N3G9023,R15-B24-L03,15,24,3,0.2655471144808297,1025,12.354154887643046,94,5.5,35.0,27.0
M2N3G7322,R14-B24-L02,14,24,2,0.2650004236000327,420,3.504064900219415,71,6.5,34.0,27.0
M2N3G7321,R17-B23-L04,17,23,4,0.264919979907503,436,3.5800227858210523,70,6.5,40.0,26.0
M2N3G2523,R17-B23-L02,17,23,2,0.26382585191376484,942,11.81701782906315,98,6.5,40.0,26.0
M2N3G4011,R17-B23-L07,17,23,7,0.26355928287231045,556,5.872081402205084,83,6.5,40.0,26.0
M2N3G1267,R17-B23-L05,17,23,5,0.2630905411763715,474,3.463436401187283,63,6.5,40.0,26.0
M2N3G2133,R14-B23-L05,14,23,5,0.2584620988116545,702,7.580445758313745,76,7.5,34.0,26.0
M2N3G7760,R15-B24-L05,15,24,5,0.2581969185580888,560,6.227745187993988,80,5.5,35.0,27.0
M2N4G7740,R15-B23-L07,15,23,7,0.25655932231378326,588,6.9888034379266895,84,6.5,35.0,26.0
M2N3G7340,R15-B23-L02,15,23,2,0.2560978675003108,252,1.6743258354833457,55,6.5,35.0,26.0
M2N4G9030,R17-B21-L05,17,21,5,0.2559062953551944,296,2.221818878499466,58,8.5,40.0,24.0
M2N3G9025,R15-B23-L04,15,23,4,0.25445775330353265,584,7.255207102196273,86,6.5,35.0,26.0
M2N3G7499,R17-B23-L01,17,23,1,0.254269356063635,240,1.5763123175615836,53,6.5,40.0,26.0
M2N3G7714,R15-B23-L03,15,23,3,0.2536445028411307,244,1.644800930689339,53,6.5,35.0,26.0
M2N3G7498,R17-B23-L06,17,23,6,0.2533422216218348,232,1.5141365035665977,52,6.5,40.0,26.0
M2N3G7709,R15-B23-L06,15,23,6,0.2526330230213991,228,1.4020393310154626,50,6.5,35.0,26.0
M2N4G8341,R16-B22-L05,16,22,5,0.2524288542008024,153,1.2943816009251519,60,6.5,39.0,25.0
M2N3G7710,R16-B22-L02,16,22,2,0.2515288765699687,212,1.2348371127543345,48,6.5,39.0,25.0
M2N3G7483,R18-B24-L02,18,24,2,0.2502058299032944,252,1.9305804266449398,53,9.5,44.0,27.0
M2N4G7916,R16-B22-L03,16,22,3,0.25017417525829794,144,0.9941002434954168,51,6.5,39.0,25.0
M2N3G8648,R16-B22-L01,16,22,1,0.24928998819438697,180,0.8523305292657855,43,6.5,39.0,25.0
FBC010-1-E,R15-B23-L01,15,23,1,0.24892605603033957,5600,0.0,1,6.5,35.0,26.0
M2N4G7741,R16-B22-L07,16,22,7,0.24813735720138919,536,6.825049799904626,79,6.5,39.0,25.0
M2N3G9030,R16-B22-L04,16,22,4,0.2479432160199919,384,4.25541398318068,67,6.5,39.0,25.0
M2N4G7483,R18-B24-L03,18,24,3,0.2474794250077763,172,1.5238365798463829,56,9.5,44.0,27.0
M2N4G7709,R16-B22-L06,16,22,6,0.2456327327380035,150,1.223303146499384,51,6.5,39.0,25.0
M2N3G9202,R14-B23-L01,14,23,1,0.24466302825198627,188,1.175610394928716,43,7.5,34.0,26.0
M2N4G8340,R14-B23-L07,14,23,7,0.24420739558245558,143,1.374040397145227,56,7.5,34.0,26.0
M2N4G7484,R14-B23-L03,14,23,3,0.24411261572093423,160,1.4476847037429725,53,7.5,34.0,26.0
M2N3G8647,R13-B24-L01,13,24,1,0.24325819128925683,176,1.0546066195274995,41,10.5,30.0,27.0
M2N3G7916,R14-B23-L06,14,23,6,0.24238152210222785,320,3.65833227428635,62,7.5,34.0,26.0
M2N3G7341,R14-B23-L04,14,23,4,0.24174776554406208,248,2.4477115285794575,53,7.5,34.0,26.0
M2N3G7493,R14-B23-L02,14,23,2,0.24127645640278328,180,1.2016249161133397,41,7.5,34.0,26.0
M2N3G7492,R17-B22-L03,17,22,3,0.24026219824284228,192,1.4166752066422927,42,7.5,40.0,25.0
M2N3G7135,R15-B22-L03,15,22,3,0.23992027946640493,144,0.6761234037828132,35,7.5,35.0,25.0
M2N3G9054,R15-B22-L01,15,22,1,0.23900454351388226,256,2.8531140426312693,56,7.5,35.0,25.0
M2N3G7484,R19-B24-L01,19,24,1,0.23888385974474602,236,2.3064535311071115,49,10.5,45.0,27.0
M2N3R7221,R15-B22-L02,15,22,2,0.23880699255785026,492,3.843075691322092,39,7.5,35.0,25.0
M2N3SG059,R17-B22-L02,17,22,2,0.23856871080021316,768,10.838173092170798,71,7.5,40.0,25.0
M2N4R0430,R15-B22-L04,15,22,4,0.23828895219055174,408,5.356195345984962,67,7.5,35.0,25.0
M2N3G7136,R17-B22-L01,17,22,1,0.23823734353003811,140,0.6859943405700353,34,7.5,40.0,25.0
M2N4R0626,R15-B22-L06,15,22,6,0.23802876355375274,104,0.0,26,7.5,35.0,25.0
M2N3G3001,R15-B22-L07,15,22,7,0.23687203112868943,2328,41.10948397848876,84,7.5,35.0,25.0
M2N4G9088,R17-B22-L04,17,22,4,0.23657701108313847,276,2.847171048378268,48,7.5,40.0,25.0
M2N4G7710,R17-B22-L05,17,22,5,0.23628871846525695,142,1.4285587638749662,48,7.5,40.0,25.0
M2N4G7915,R17-B22-L07,17,22,7,0.2362867225773208,116,0.9830148699846394,42,7.5,40.0,25.0
M2N3G7915,R15-B22-L05,15,22,5,0.23605697467842054,308,3.7845804261258444,58,7.5,35.0,25.0
M2N4G7493,R17-B22-L06,17,22,6,0.2359613077938169,220,2.01434501141877,43,7.5,40.0,25.0
FCL0002130001,R18-B24-L01,18,24,1,0.23577582298541488,8010,323.723397277157,23,9.5,44.0,27.0
M2N3G7494,R18-B24-L07,18,24,7,0.2357504285688277,148,0.9420164319072112,35,9.5,44.0,27.0
M2N3G9201,R13-B24-L06,13,24,6,0.23563751211768025,196,1.7484022904085006,42,10.5,30.0,27.0
ACL00213A0010-R,R18-B24-L04,18,24,4,0.2355660762188721,7100,208.17793178445035,40,9.5,44.0,27.0
M2N4G7389,R18-B24-L05,18,24,5,0.23520654514504852,180,1.462071072780783,39,9.5,44.0,27.0
M2N4G7490,R18-B24-L06,18,24,6,0.23498855967492624,96,0.0,24,9.5,44.0,27.0
M2N3G9047,R19-B24-L03,19,24,3,0.233468457735513,92,0.0,23,10.5,45.0,27.0
M2N3G7705,R14-B22-L04,14,22,4,0.233468457735513,92,0.0,23,8.5,34.0,25.0
M2N3G7495,R13-B24-L03,13,24,3,0.23314502009151944,128,0.7184212081070996,31,10.5,30.0,27.0
M2N4G7491,R16-B21-L05,16,21,5,0.23194835579609974,88,0.0,22,7.5,39.0,24.0
M2N4G7390,R14-B20-L04,14,20,4,0.23100522247422453,156,1.2912114043627025,35,10.5,34.0,23.0
M2N4G9089,R19-B24-L07,19,24,7,0.22857686689483375,296,3.802187877138796,49,10.5,45.0,27.0
M2N4G7492,R13-B24-L07,13,24,7,0.22842371865878378,204,2.2164883290512747,40,10.5,30.0,27.0
M2N4G7735,R16-B21-L06,16,21,6,0.228319581968367,184,2.0386509168996074,41,7.5,39.0,24.0
M2N3G9048,R13-B24-L05,13,24,5,0.22738804997785997,76,0.0,19,10.5,30.0,27.0
M2N3G7520,R16-B21-L07,16,21,7,0.2258679480384467,72,0.0,18,7.5,39.0,24.0
M2N3SG002,R13-B24-L02,13,24,2,0.22556850073070506,795,13.559927299643917,78,10.5,30.0,27.0
M2N4G9009,R16-B21-L02,16,21,2,0.22530091935959043,124,1.031522859110255,29,7.5,39.0,24.0
M2N4G8356,R14-B22-L05,14,22,5,0.22522845859725432,82,0.8208512602438093,34,8.5,34.0,25.0
M2N3R7222,R14-B22-L06,14,22,6,0.22394625374559687,192,0.0,16,8.5,34.0,25.0
M2N4G9010,R16-B21-L04,16,21,4,0.2235262736292508,120,1.0490610566259242,28,7.5,39.0,24.0
M2N3G7519,R14-B22-L03,14,22,3,0.2228277441596202,64,0.0,16,8.5,34.0,25.0
M2N3G8356,R16-B21-L01,16,21,1,0.22270659424117814,104,0.8,25,7.5,39.0,24.0
M2N3G7012,R14-B22-L02,14,22,2,0.22270659424117814,104,0.8,25,8.5,34.0,25.0
M2N3G7390,R19-B24-L02,19,24,2,0.22192537961237838,220,3.112077144704059,46,10.5,45.0,27.0
M2N3G9035,R19-B24-L04,19,24,4,0.22130764222020693,60,0.0,15,10.5,45.0,27.0
M2N4G8355,R14-B22-L07,14,22,7,0.22109421975458055,82,0.9136068187983486,32,8.5,34.0,25.0
M2N3R0413,R14-B22-L01,14,22,1,0.22092266016192713,548,9.393138767239687,70,8.5,34.0,25.0
M2N3R0415,R13-B24-L04,13,24,4,0.2200363230745757,536,9.32041359308512,72,10.5,30.0,27.0
M2N3R0417,R16-B21-L03,16,21,3,0.21978754028079367,56,0.0,14,7.5,39.0,24.0
M2N3G1277,R15-B21-L04,15,21,4,0.21943910701073924,180,1.9215378456610457,27,8.5,35.0,24.0
M2N3G1279,R19-B24-L05,19,24,5,0.21943910701073924,180,1.9215378456610455,27,10.5,45.0,27.0
M2N3G7706,R17-B21-L01,17,21,1,0.2191254067118097,96,0.8340576562282994,23,8.5,40.0,24.0
M2N3R7025,R19-B23-L03,19,23,3,0.21891490061617314,1524,29.109467722909518,64,11.5,45.0,26.0
M2N4R0428,R15-B21-L05,15,21,5,0.2182674383413804,52,0.0,13,8.5,35.0,24.0
M2N3G7716,R12-B24-L02,12,24,2,0.2182674383413804,52,0.0,13,11.5,29.0,27.0
M2N3G7389,R18-B23-L04,18,23,4,0.2182322390198405,212,3.1789476631808724,44,10.5,44.0,26.0
M2N3G9009,R17-B21-L04,17,21,4,0.21795951100956223,340,5.819603806234446,65,8.5,40.0,24.0
M2N3SG054,R15-B21-L01,15,21,1,0.21775608906284305,520,8.835289336650932,56,8.5,35.0,24.0
M2N4R0625,R18-B23-L07,18,23,7,0.21730995364775044,92,0.8528028654224417,22,10.5,44.0,26.0
M2N3G1389,R17-B21-L06,17,21,6,0.21695705694933778,72,0.0,12,8.5,40.0,24.0
M2N3G9010,R18-B23-L06,18,23,6,0.21694252289887145,328,5.69472008353675,66,10.5,44.0,26.0
M2N3G7490,R19-B23-L01,19,23,1,0.21674733640196717,48,0.0,12,11.5,45.0,26.0
M2N4R0427,R17-B21-L07,17,21,7,0.21674733640196717,48,0.0,12,8.5,40.0,24.0
M2N3SG061,R18-B23-L05,18,23,5,0.21616656811523727,416,6.9647509002146535,50,10.5,44.0,26.0
M2N4G7495,R17-B21-L03,17,21,3,0.21429338179482654,176,2.715531431056971,38,8.5,40.0,24.0
M2N4R0429,R12-B24-L01,12,24,1,0.21400544168254185,332,5.7957955270390435,55,11.5,29.0,27.0
M2N3G7715,R18-B23-L01,18,23,1,0.21370713252314064,40,0.0,10,10.5,44.0,26.0
M2N3G7707,R15-B21-L02,15,21,2,0.21370713252314064,40,0.0,10,8.5,35.0,24.0
M2N3G9024,R12-B24-L06,12,24,6,0.2130335949571258,540,9.854486402428037,57,11.5,29.0,27.0
FBX025-1,R15-B21-L07,15,21,7,0.2130141416611095,3600,121.42099828089626,18,8.5,35.0,24.0
M2N4G7494,R16-B19-L03,16,19,3,0.2128896636013073,216,3.5652210862340956,42,9.5,39.0,22.0
M2N3G9031,R18-B22-L03,18,22,3,0.2122187132120703,120,1.6946370914726463,27,11.5,44.0,25.0
M2N3G7777,R14-B20-L07,14,20,7,0.2122083764827813,132,1.9023794624226837,28,10.5,34.0,23.0
M2N3R7105,R15-B21-L06,15,21,6,0.2121870305837274,36,0.0,9,8.5,35.0,24.0
M2N3R7106,R18-B23-L02,18,23,2,0.2121870305837274,36,0.0,9,10.5,44.0,26.0
M2N3R2738,R12-B24-L07,12,24,7,0.2104139308658276,900,17.477162462180996,46,11.5,29.0,27.0
M2N3G7011,R15-B21-L03,15,21,3,0.20983613100986817,76,0.9428090415820634,18,8.5,35.0,24.0
M2N3G2518,R17-B21-L02,17,21,2,0.20965327452562169,262,4.536141154833762,37,8.5,40.0,24.0
M2N3G1450,R18-B23-L03,18,23,3,0.20926916369086707,42,0.0,7,10.5,44.0,26.0
M2N3G1322,R13-B23-L07,13,23,7,0.20922935123523725,132,1.8467610337532774,20,11.5,30.0,26.0
M2N3R3102,R19-B23-L04,19,23,4,0.20922473356777005,948,18.973334482469014,54,11.5,45.0,26.0
M2N4G7144,R14-B21-L02,14,21,2,0.20914682670490087,28,0.0,7,9.5,34.0,24.0
M2N3R0616,R14-B19-L05,14,19,5,0.20914682670490087,28,0.0,7,11.5,34.0,22.0
M2N3G7345,R13-B23-L06,13,23,6,0.20914682670490087,28,0.0,7,11.5,30.0,26.0
M2N3G7359,R16-B20-L03,16,20,3,0.20914682670490087,28,0.0,7,8.5,39.0,23.0
M2N3R0602,R12-B24-L05,12,24,5,0.20914682670490087,28,0.0,7,11.5,29.0,27.0
FBC050-1-E,R14-B21-L06,14,21,6,0.20872961778430243,1000,0.0,1,9.5,34.0,24.0
M2N4G7734,R13-B23-L03,13,23,3,0.20819607943687043,228,4.096277234207565,40,11.5,30.0,26.0
M2N3R2793,R16-B20-L07,16,20,7,0.2080461658602289,72,0.0,6,8.5,39.0,23.0
M16280091,R19-B23-L06,19,23,6,0.20794130558654356,60,0.0,6,11.5,45.0,26.0
M2N3G7491,R13-B23-L05,13,23,5,0.20790125557231856,72,0.9701425001453319,17,11.5,30.0,26.0
M2N3SG020,R19-B23-L02,19,23,2,0.20777188058102125,456,8.76851628430114,52,11.5,45.0,26.0
M2N4G7706,R16-B20-L05,16,20,5,0.20762672476548763,24,0.0,6,8.5,39.0,23.0
M2N3R0601,R13-B23-L02,13,23,2,0.20762672476548763,24,0.0,6,11.5,30.0,26.0
M2N3R0427,R16-B20-L06,16,20,6,0.20762672476548763,24,0.0,6,8.5,39.0,23.0
M2N4G7705,R16-B20-L02,16,20,2,0.20762672476548763,24,0.0,6,8.5,39.0,23.0
M2N3G7360,R14-B21-L01,14,21,1,0.20762672476548763,24,0.0,6,9.5,34.0,24.0
M2N4G9032,R14-B21-L03,14,21,3,0.207380683848124,78,1.281025230440697,27,9.5,34.0,24.0
M2N3R7026,R19-B24-L06,19,24,6,0.20691173649791478,1092,22.827132235602765,60,10.5,45.0,27.0
M2N3G7734,R15-B20-L01,15,20,1,0.20648865632324653,72,1.1795356492391769,24,9.5,35.0,23.0
M2N3G8355,R16-B20-L01,16,20,1,0.2064130092923885,108,1.7937088125857625,24,8.5,39.0,23.0
M2N3G7206,R19-B23-L05,19,23,5,0.2062485455590683,100,1.6094956323259129,21,11.5,45.0,26.0
M2N3G1374,R14-B21-L07,14,21,7,0.20622979977574288,102,1.5,16,9.5,34.0,24.0
M16280301,R16-B20-L04,16,20,4,0.20619400638747878,30,0.0,5,8.5,39.0,23.0
M2N3G8152,R12-B24-L03,12,24,3,0.20610662282607436,20,0.0,5,11.5,29.0,27.0
M2N4G7708,R17-B20-L06,17,20,6,0.20610662282607436,20,0.0,5,9.5,40.0,23.0
M2N3R0406,R17-B20-L07,17,20,7,0.20610662282607436,20,0.0,5,9.5,40.0,23.0
M2N3G7739,R14-B24-L06,14,24,6,0.20610662282607436,20,0.0,5,6.5,34.0,27.0
M2N4G7143,R18-B22-L05,18,22,5,0.20610662282607436,20,0.0,5,11.5,44.0,25.0
M2N3R0403,R14-B21-L04,14,21,4,0.20610662282607436,20,0.0,5,9.5,34.0,24.0
M2N3R0428,R12-B23-L06,12,23,6,0.20610662282607436,20,0.0,5,12.5,29.0,26.0
M2N3G9036,R18-B22-L01,18,22,1,0.2059326956669678,68,1.0,16,11.5,44.0,25.0
M2N3G9032,R15-B20-L05,15,20,5,0.2059325960439676,100,1.668115312456598,23,9.5,35.0,23.0
M2N3R0401,R17-B20-L02,17,20,2,0.20486614828315527,48,0.0,4,9.5,40.0,23.0
M2N3SG046,R17-B20-L01,17,20,1,0.2047263345849082,32,0.0,4,9.5,40.0,23.0
M2N4R0418,R17-B20-L05,17,20,5,0.20465642773578466,24,0.0,4,9.5,40.0,23.0
M16280331,R13-B23-L01,13,23,1,0.20465642773578466,24,0.0,4,11.5,30.0,26.0
M2N3G1453,R13-B23-L04,13,23,4,0.20465642773578466,24,0.0,4,11.5,30.0,26.0
M16280338,R18-B22-L02,18,22,2,0.20465642773578466,24,0.0,4,11.5,44.0,25.0
M16280334,R18-B22-L06,18,22,6,0.20465642773578466,24,0.0,4,11.5,44.0,25.0
M2N3G7279,R18-B22-L07,18,22,7,0.2045865208866611,16,0.0,4,11.5,44.0,25.0
M2N3G7320,R12-B23-L03,12,23,3,0.2045865208866611,16,0.0,4,12.5,29.0,26.0
M2N4G7087,R18-B22-L04,18,22,4,0.2045865208866611,16,0.0,4,11.5,44.0,25.0
M2N3G7935,R17-B20-L03,17,20,3,0.2045865208866611,16,0.0,4,9.5,40.0,23.0
M16280369,R17-B20-L04,17,20,4,0.2045865208866611,16,0.0,4,9.5,40.0,23.0
M2N3G7284,R15-B20-L04,15,20,4,0.2045865208866611,16,0.0,4,9.5,35.0,23.0
M2N3G7285,R15-B20-L02,15,20,2,0.2045865208866611,16,0.0,4,9.5,35.0,23.0
M2N4G9031,R15-B20-L06,15,20,6,0.2043898795380045,68,1.186218624245096,23,9.5,35.0,23.0
M2N3G7735,R19-B22-L03,19,22,3,0.20417414534905687,74,1.2926699776028183,22,12.5,45.0,25.0
M2N3R0418,R19-B22-L02,19,22,2,0.20392566653378885,64,1.0327955589886444,15,12.5,45.0,25.0
M2N3R2767,R19-B22-L06,19,22,6,0.20327613949461848,36,0.0,3,12.5,45.0,25.0
M2N3R2772,R12-B23-L07,12,23,7,0.20327613949461848,36,0.0,3,12.5,29.0,26.0
M2N3SG004,R12-B23-L02,12,23,2,0.20317127922093317,24,0.0,3,12.5,29.0,26.0
M16280182,R12-B23-L01,12,23,1,0.2031188490840905,18,0.0,3,12.5,29.0,26.0
M2N3R0405,R14-B19-L04,14,19,4,0.2031188490840905,18,0.0,3,11.5,34.0,22.0
M16280096,R15-B20-L07,15,20,7,0.2031188490840905,18,0.0,3,9.5,35.0,23.0
M16280137,R19-B23-L07,19,23,7,0.2031188490840905,18,0.0,3,11.5,45.0,26.0
M16280195,R14-B20-L06,14,20,6,0.2031188490840905,18,0.0,3,10.5,34.0,23.0
M16280263,R19-B22-L04,19,22,4,0.2031188490840905,18,0.0,3,12.5,45.0,25.0
M16280211,R15-B17-L02,15,17,2,0.2031188490840905,18,0.0,3,12.5,35.0,20.0
M2N3R0408,R15-B18-L05,15,18,5,0.2031188490840905,18,0.0,3,11.5,35.0,21.0
M2N3R0419,R16-B19-L07,16,19,7,0.2031188490840905,18,0.0,3,9.5,39.0,22.0
M2N3G7319,R17-B17-L07,17,17,7,0.20306641894724786,12,0.0,3,12.5,40.0,20.0
M2N4G7388,R18-B21-L07,18,21,7,0.20306641894724786,12,0.0,3,12.5,44.0,24.0
M16280375,R14-B20-L03,14,20,3,0.20306641894724786,12,0.0,3,10.5,34.0,23.0
M16280333,R12-B24-L04,12,24,4,0.20306641894724786,12,0.0,3,11.5,29.0,27.0
M2N3G8153,R13-B22-L05,13,22,5,0.20306641894724786,12,0.0,3,12.5,30.0,25.0
M16280355,R16-B19-L02,16,19,2,0.20306641894724786,12,0.0,3,9.5,39.0,22.0
M2N4G7387,R16-B19-L06,16,19,6,0.20306641894724786,12,0.0,3,9.5,39.0,22.0
M2N4G7707,R13-B22-L02,13,22,2,0.20306641894724786,12,0.0,3,12.5,30.0,25.0
M2N3R0610,R13-B22-L04,13,22,4,0.20306641894724786,12,0.0,3,12.5,30.0,25.0
M2N3G7936,R14-B20-L05,14,20,5,0.20306641894724786,12,0.0,3,10.5,34.0,23.0
M2N316264,R18-B21-L04,18,21,4,0.20306641894724786,12,0.0,3,12.5,44.0,24.0
M16280357,R14-B20-L02,14,20,2,0.20306641894724786,12,0.0,3,10.5,34.0,23.0
M16280392,R13-B22-L06,13,22,6,0.2030139888104052,6,0.0,3,12.5,30.0,25.0
M2N4G8815,R13-B21-L05,13,21,5,0.2030139888104052,6,0.0,3,13.5,30.0,24.0
M2N3SG015,R16-B19-L05,16,19,5,0.20282955334981256,304,6.08942370681176,38,9.5,39.0,22.0
M2N3G8239,R13-B22-L07,13,22,7,0.20264089330672458,52,0.9403246919632544,20,12.5,30.0,25.0
M2N3G1401,R19-B22-L07,19,22,7,0.20198360684388053,228,0.0,1,12.5,45.0,25.0
M2N3G7738,R14-B20-L01,14,20,1,0.20187438479805708,60,1.0690449676496976,14,10.5,34.0,23.0
M16280434,R12-B23-L04,12,23,4,0.20168613070608168,24,0.0,2,12.5,29.0,26.0
M16280515,R19-B22-L01,19,22,1,0.2016511772815199,20,0.0,2,12.5,45.0,25.0
M16280516,R19-B22-L05,19,22,5,0.2016511772815199,20,0.0,2,12.5,45.0,25.0
M2N3G9610,R10-B24-L05,10,24,5,0.20161622385695813,16,0.0,2,16.5,24.0,27.0
M2N3G9609,R12-B22-L02,12,22,2,0.20161622385695813,16,0.0,2,13.5,29.0,25.0
M2N3R0407,R19-B21-L04,19,21,4,0.20158127043239638,12,0.0,2,13.5,45.0,24.0
M16280461,R12-B22-L07,12,22,7,0.20158127043239638,12,0.0,2,13.5,29.0,25.0
M16280200,R20-B24-L02,20,24,2,0.20158127043239638,12,0.0,2,14.5,49.0,27.0
M16280246,R20-B24-L07,20,24,7,0.20158127043239638,12,0.0,2,14.5,49.0,27.0
M16280460,R12-B22-L06,12,22,6,0.20158127043239638,12,0.0,2,13.5,29.0,25.0
M2N3R0404,R19-B21-L07,19,21,7,0.20158127043239638,12,0.0,2,13.5,45.0,24.0
M16280540,R12-B22-L03,12,22,3,0.20158127043239638,12,0.0,2,13.5,29.0,25.0
M16280223,R15-B19-L06,15,19,6,0.20158127043239638,12,0.0,2,10.5,35.0,22.0
M16280251,R16-B19-L04,16,19,4,0.20158127043239638,12,0.0,2,9.5,39.0,22.0
M16280136,R15-B19-L07,15,19,7,0.20158127043239638,12,0.0,2,10.5,35.0,22.0
M16280324,R20-B24-L06,20,24,6,0.20158127043239638,12,0.0,2,14.5,49.0,27.0
M2N3G1472,R15-B19-L01,15,19,1,0.20158127043239638,12,0.0,2,10.5,35.0,22.0
M16280249,R15-B23-L05,15,23,5,0.20158127043239638,12,0.0,2,6.5,35.0,26.0
M2N3R0420,R12-B23-L05,12,23,5,0.20158127043239638,12,0.0,2,12.5,29.0,26.0
M16280220,R15-B19-L03,15,19,3,0.20158127043239638,12,0.0,2,10.5,35.0,22.0
M16280184,R12-B22-L01,12,22,1,0.20158127043239638,12,0.0,2,13.5,29.0,25.0
M2N4G9710,R17-B19-L02,17,19,2,0.2015463170078346,8,0.0,2,10.5,40.0,22.0
M16280302,R21-B24-L05,21,24,5,0.2015463170078346,8,0.0,2,15.5,50.0,27.0
M16280444,R21-B24-L02,21,24,2,0.2015463170078346,8,0.0,2,15.5,50.0,27.0
M2N4G9711,R11-B24-L07,11,24,7,0.2015463170078346,8,0.0,2,15.5,25.0,27.0
M2N3R0609,R18-B21-L05,18,21,5,0.2015463170078346,8,0.0,2,12.5,44.0,24.0
M2N5R0436,R15-B19-L04,15,19,4,0.2015463170078346,8,0.0,2,10.5,35.0,22.0
M16280430,R11-B24-L06,11,24,6,0.2015463170078346,8,0.0,2,15.5,25.0,27.0
M2N3G7388,R17-B19-L05,17,19,5,0.2015463170078346,8,0.0,2,10.5,40.0,22.0
M2N3G7387,R17-B19-L03,17,19,3,0.2015463170078346,8,0.0,2,10.5,40.0,22.0
M2N3G7087,R17-B19-L04,17,19,4,0.2015463170078346,8,0.0,2,10.5,40.0,22.0
M2N3G7088,R19-B21-L06,19,21,6,0.2015463170078346,8,0.0,2,13.5,45.0,24.0
M2N5R0625,R19-B21-L05,19,21,5,0.2015463170078346,8,0.0,2,13.5,45.0,24.0
M16280286,R15-B19-L02,15,19,2,0.2015463170078346,8,0.0,2,10.5,35.0,22.0
M16280405,R18-B21-L02,18,21,2,0.2015463170078346,8,0.0,2,12.5,44.0,24.0
M16280422,R13-B22-L03,13,22,3,0.2015463170078346,8,0.0,2,12.5,30.0,25.0
M16280310,R18-B20-L06,18,20,6,0.2015463170078346,8,0.0,2,13.5,44.0,23.0
