SKU,Assigned_Slot,rack,bay,level,priority_score,total_demand,volatility,order_frequency,distance_to_dispatch,x_coord,y_coord
M16280296,R16-B15-L03,16,15,3,0.15073811742201376,16,5.656854249492381,2,13.5,39.0,18.0
M16280341,R20-B20-L05,20,20,5,0.15073811742201376,16,5.656854249492381,2,18.5,49.0,23.0
M2N4G1472,R13-B18-L06,13,18,6,0.15073811742201376,16,5.656854249492381,2,16.5,30.0,21.0
M2N3R7032,R14-B16-L07,14,16,7,0.1507195795681633,336,17.701713175584143,22,14.5,34.0,19.0
M2N3G9021,R16-B15-L02,16,15,2,0.1506365438256023,132,7.221313483089667,20,13.5,39.0,18.0
M2N3SG154,R22-B24-L02,22,24,2,0.15040353556338562,62,6.519202405202649,8,19.5,54.0,27.0
GCA0407A0-SD,R16-B15-L07,16,15,7,0.15024906483383926,160,17.10471948239516,8,13.5,39.0,18.0
M16280498,R20-B20-L03,20,20,3,0.15022244369148,23,4.349329450233296,4,18.5,49.0,23.0
M16280531,R21-B21-L06,21,21,6,0.14989633164466198,20,4.932882862316247,3,18.5,50.0,24.0
M2N3G1070,R20-B20-L02,20,20,2,0.14976777853432696,78,9.26334301478272,7,18.5,49.0,23.0
M16280215,R23-B23-L03,23,23,3,0.14965669482664737,28,5.354126134736337,4,21.5,55.0,26.0
M2N3R0429,R23-B23-L04,23,23,4,0.14911450908531948,76,5.3452248382484875,14,21.5,55.0,26.0
M2N3SG037,R12-B19-L06,12,19,6,0.1476926391116721,80,7.378647873726218,10,16.5,29.0,22.0
M16280278,R16-B15-L05,16,15,5,0.14700732596077526,66,13.30413469565007,4,13.5,39.0,18.0
M16280192,R09-B23-L07,9,23,7,0.14681675638218064,25,4.123105625617661,5,21.5,20.0,26.0
M16280494,R20-B20-L06,20,20,6,0.14627956260826688,97,8.506681865665152,11,18.5,49.0,23.0
FBC050-1,R22-B24-L07,22,24,7,0.1449449961611212,700,111.21270910586912,6,19.5,54.0,27.0
M2N3SG045,R13-B18-L01,13,18,1,0.14479302895764076,80,8.37323779138698,9,16.5,30.0,21.0
M16280213,R16-B15-L01,16,15,1,0.14356774658928964,20,4.242640687119285,4,13.5,39.0,18.0
M16280395,R13-B18-L05,13,18,5,0.14314013973360393,42,9.0,4,16.5,30.0,21.0
M16280560,R15-B14-L02,15,14,2,0.14240646802341697,32,9.018499505645789,3,15.5,35.0,17.0
M16280294,R23-B24-L06,23,24,6,0.14096343957230498,36,10.392304845413264,3,20.5,55.0,27.0
M16280477,R23-B23-L02,23,23,2,0.14085857929861967,24,6.928203230275509,3,21.5,55.0,26.0
M16280275,R10-B21-L05,10,21,5,0.14075371902493436,12,3.4641016151377544,3,19.5,24.0,24.0
M2N3R7029,R16-B13-L01,16,13,1,0.14021720668232812,204,13.672643360761965,18,15.5,39.0,16.0
M2N3G7141,R10-B21-L03,10,21,3,0.14017910521578314,72,4.956427793339497,17,19.5,24.0,24.0
M16280021,R16-B13-L02,16,13,2,0.1398199919054917,36,10.583005244258363,3,15.5,39.0,16.0
M2N3SG072,R15-B14-L01,15,14,1,0.1388689246946705,48,7.6681158050723255,6,15.5,35.0,17.0
M16280266,R10-B21-L01,10,21,1,0.13874309126096393,84,8.796463936024395,10,19.5,24.0,24.0
GCA0304A0-SD,R18-B17-L05,18,17,5,0.13867889576251505,80,18.475208614068023,4,16.5,44.0,20.0
GCA0407A0-BD,R17-B14-L07,17,14,7,0.13867889576251505,80,18.475208614068023,4,15.5,40.0,17.0
M2N3R7033,R22-B22-L05,22,22,5,0.13817875493055848,59,26.16295090390226,2,21.5,54.0,25.0
FCL0002130003,R17-B14-L02,17,14,2,0.13816406691256675,454,40.58419548391865,13,15.5,40.0,17.0
M2N4G7142,R18-B17-L03,18,17,3,0.13788751166915364,88,10.158466638447184,9,16.5,44.0,20.0
M2N3R7121,R11-B20-L04,11,20,4,0.13725176019954777,108,10.009086780611815,12,19.5,25.0,23.0
M16280495,R17-B15-L02,17,15,2,0.13694013716739983,100,7.487767802667673,16,14.5,40.0,18.0
M2N3R7350,R08-B24-L07,8,24,7,0.13684998495929215,470,36.549281798689286,16,21.5,19.0,27.0
M16280499,R17-B15-L07,17,15,7,0.13650095449200617,29,8.962886439832502,3,14.5,40.0,18.0
M2N3SG009,R11-B20-L03,11,20,3,0.13635921235435616,120,10.584216599524078,13,19.5,25.0,23.0
M2N3R7284,R12-B18-L01,12,18,1,0.1362402571965409,801,47.376576490920066,25,17.5,29.0,21.0
M2N3R0032,R16-B13-L03,16,13,3,0.1361328466482276,60,9.979979959899719,6,15.5,39.0,16.0
M16280198,R17-B14-L01,17,14,1,0.13610898268532529,20,4.760952285695233,4,15.5,40.0,17.0
M16280097,R11-B20-L06,11,20,6,0.13566440987184042,348,29.94316961501248,14,19.5,25.0,23.0
M2N3R7125,R17-B15-L01,17,15,1,0.13542009448876965,24,5.773502691896258,4,14.5,40.0,18.0
M16280270,R21-B20-L02,21,20,2,0.13532603018634737,48,9.476286192385707,5,19.5,50.0,23.0
M2N3SG148,R17-B14-L06,17,14,6,0.13521750936745267,50,7.358183005529092,7,15.5,40.0,17.0
M2N3SG008,R21-B20-L04,21,20,4,0.1340159313385386,56,9.584710046040342,6,19.5,50.0,23.0
M16280216,R23-B24-L04,23,24,4,0.13387044842463855,16,5.131601439446884,3,20.5,55.0,27.0
M16280212,R21-B20-L01,21,20,1,0.13387044842463855,16,5.131601439446884,3,19.5,50.0,23.0
M16280583,R18-B17-L04,18,17,4,0.13384865545948918,24,11.313708498984761,2,16.5,44.0,20.0
M2N3R7113,R19-B18-L04,19,18,4,0.1328020183554141,48,8.342661445845684,6,16.5,45.0,21.0
M2N3R7024,R21-B20-L06,21,20,6,0.1328020183554141,48,8.342661445845684,6,19.5,50.0,23.0
M2N3R7116,R10-B21-L04,10,21,4,0.1328020183554141,48,8.342661445845684,6,19.5,24.0,24.0
M2N3G9089,R08-B24-L02,8,24,2,0.13095563194843865,52,6.534098594637553,9,21.5,19.0,27.0
M16280276,R11-B20-L05,11,20,5,0.13002542403887457,138,17.698870020427858,9,19.5,25.0,23.0
M16280199,R23-B24-L01,23,24,1,0.12924525399267744,66,22.715633383201094,3,20.5,55.0,27.0
M2N3SG070,R15-B14-L04,15,14,4,0.12819767426445855,104,13.584100182852664,9,15.5,35.0,17.0
M2N3R7128,R21-B20-L03,21,20,3,0.12670177866872173,36,9.763879010584539,4,19.5,50.0,23.0
M2N3SG007,R16-B13-L05,16,13,5,0.12641533005341699,40,10.893423092245461,4,15.5,39.0,16.0
M2N3R7114,R21-B20-L05,21,20,5,0.12417223772591425,98,12.263767773404712,10,19.5,50.0,23.0
M16280373,R22-B22-L01,22,22,1,0.1241234025753907,48,13.466006584482772,4,21.5,54.0,25.0
M16280224,R17-B15-L04,17,15,4,0.12375510686864731,36,10.132456102380443,4,14.5,40.0,18.0
M2N3R0044,R08-B24-L01,8,24,1,0.12264726985874244,36,19.79898987322333,2,21.5,19.0,27.0
M16280280,R08-B24-L03,8,24,3,0.12199176593890027,52,12.198360545581526,5,21.5,19.0,27.0
ACL00213A0010-B,R22-B22-L02,22,22,2,0.12148334205150071,2140,328.8684302946156,10,21.5,54.0,25.0
GCA0102A0-AD,R18-B17-L07,18,17,7,0.1204209741084178,40,22.627416997969522,2,16.5,44.0,20.0
GCA0304A0-BD,R17-B15-L03,17,15,3,0.1204209741084178,40,22.627416997969522,2,14.5,40.0,18.0
M2N3R7031,R22-B22-L07,22,22,7,0.11914855051556421,118,17.08394307854926,9,21.5,54.0,25.0
M16280186,R17-B15-L06,17,15,6,0.1185577800802303,44,10.73312629199899,5,14.5,40.0,18.0
M16280527,R23-B23-L06,23,23,6,0.11831744881907426,11,6.363961030678928,2,21.5,55.0,26.0
M2N3SG001,R08-B24-L04,8,24,4,0.11781429767449217,225,20.798938274184415,16,21.5,19.0,27.0
M2N3SG023,R15-B15-L06,15,15,6,0.11770812533497732,112,16.455326729596642,9,14.5,35.0,18.0
M16280442,R15-B15-L04,15,15,4,0.11678442637415576,12,7.0710678118654755,2,14.5,35.0,18.0
M16280455,R23-B24-L05,23,24,5,0.11678442637415576,12,7.0710678118654755,2,20.5,55.0,27.0
M2N3R7122,R22-B22-L03,22,22,3,0.11678442637415576,12,7.0710678118654755,2,21.5,54.0,25.0
M2N3R7501,R21-B20-L07,21,20,7,0.11678442637415576,12,7.0710678118654755,2,19.5,50.0,23.0
M16280467,R15-B15-L03,15,15,3,0.11678442637415576,12,7.0710678118654755,2,14.5,35.0,18.0
M2N3R7120,R11-B20-L02,11,20,2,0.11678442637415576,12,7.0710678118654755,2,19.5,25.0,23.0
M2N3G1392,R18-B17-L06,18,17,6,0.11604479852378884,1044,39.75224834015572,73,16.5,44.0,20.0
M16280386,R17-B15-L05,17,15,5,0.1149860816435542,25,10.214368964029708,3,14.5,40.0,18.0
FBX050-1,R18-B17-L02,18,17,2,0.11483990270465105,100,60.81118318204309,2,16.5,44.0,20.0
M16280281,R18-B17-L01,18,17,1,0.11440814978371959,224,26.948885398888468,12,16.5,44.0,20.0
ACL000110A0010,R08-B24-L06,8,24,6,0.11400481125195758,1060,482.320778459039,3,21.5,19.0,27.0
M16280399,R16-B12-L01,16,12,1,0.1127081093790228,72,18.782971010998235,5,16.5,39.0,15.0
M2N3SG143,R08-B23-L02,8,23,2,0.11257953759580551,16,9.899494936611665,2,22.5,19.0,26.0
M16280225,R08-B23-L05,8,23,5,0.11249838883165217,48,12.521980673998822,5,22.5,19.0,26.0
M2N3R0045,R08-B23-L04,8,23,4,0.1111837676166289,368,36.53673950058124,16,22.5,19.0,26.0
M16280605,R08-B23-L01,8,23,1,0.10942551080595239,794,64.55113077900715,22,22.5,19.0,26.0
ACL00213A0050-R,R12-B18-L03,12,18,3,0.10202327727460242,140,66.2595905007972,3,17.5,29.0,21.0
M2N3R2754,R08-B24-L05,8,24,5,0.10192689765494847,252,26.824118500583264,16,21.5,19.0,27.0
M2N3R2800,R16-B14-L01,16,14,1,0.10144404492660183,84,30.276503540974918,4,14.5,39.0,17.0
M2N3R2741,R14-B14-L03,14,14,3,0.1004157798544057,480,62.39586196009788,13,16.5,34.0,17.0
M16280234,R16-B14-L05,16,14,5,0.09927293581875457,112,54.30776494511014,3,14.5,39.0,17.0
